id,code,label
1,1,Постановление оставлено без изменения
2,2,Постановление изменено
3,3,Постановление отменено, производство по делу прекращено
4,4,Постановление отменено, дело возвращено на новое рассмотрение
5,5,Постановление отменено, дело направлено по подведомственности
6,6,Вынесено новое постановление
7,7,Производство по жалобе прекращено
