id,code,label
1,1,Впервые
2,2,Впервые, связанное с другим делом об АП
3,3,Выделено судом в отдельное производство
4,4,По подведомственности из другого органа/суда
5,5,После отмены постановления вышестоящим судом
6,6,После отмены определения об отказе в принятии или оставлении без движения
7,7,После отмены постановления по новым или вновь открывшимся обстоятельствам
8,8,Ранее оставленное без рассмотрения этим же судом
