id,code,label
1,1,судебно-медицинская
2,2,судебно-психиатрическая
3,3,дактилоскопическая
4,4,трасологическая
5,5,баллистическая
6,6,почерковедческая
7,7,товароведческая
8,8,строительно-техническая
9,9,автотехническая
10,10,экономическая
11,11,бухгалтерская
12,12,генетическая
13,13,психологическая
14,14,психиатрическая
15,15,комплексная
16,16,иная
